ds_cargo,cd_municipio,nm_municipio,nr_turno,sg_uf,nr_zona,qt_secoes_agregadas,qt_aptos_tot,qt_comparecimento,qt_votos_nom_validos,qt_votos_brancos,qt_total_vt_leg_validos,qt_total_votos_anulados,qt_votos_validos,qt_votos,qt_total_votos_nulos
Deputado Estadual,04600,NOVA IPIXUNA,1,PA,23,14,10287,8358,7444,93,666,0,8110,8358,153
Deputado Estadual,04618,GURUPÁ,1,PA,26,4,21627,17593,16299,63,1097,0,17396,17593,127
Deputado Estadual,04626,PLACAS,1,PA,68,3,13663,10523,9410,261,718,0,10128,10523,125
Deputado Estadual,04634,IGARAPÉ-AÇU,1,PA,5,2,31521,25236,22527,678,1447,0,23974,25236,576
Deputado Estadual,04642,MARITUBA,1,PA,78,3,84628,69755,61916,2908,3304,0,65220,69755,1529
Deputado Estadual,04650,IGARAPÉ-MIRI,1,PA,6,4,51274,41682,38118,467,2685,0,40803,41682,357
Deputado Estadual,04669,TRACUATEUA,1,PA,13,6,24332,19412,17510,247,1409,0,18919,19412,232
Deputado Estadual,04677,INHANGAPI,1,PA,4,6,8885,7689,6925,165,480,0,7405,7689,112
Deputado Estadual,04685,QUATIPURU,1,PA,33,2,10180,7500,6773,138,527,0,7300,7500,61
Deputado Estadual,04693,IRITUIA,1,PA,11,10,26827,21121,19458,430,942,0,20400,21121,280
Deputado Estadual,04707,CANAÃ DOS CARAJÁS,1,PA,75,5,48990,36512,32962,1270,1708,0,34670,36512,554
Deputado Estadual,04715,ITAITUBA,1,PA,34,80,87573,60222,54116,1902,3171,0,57287,60222,855
Deputado Estadual,04723,ANAPU,1,PA,80,3,22274,16635,14212,422,1241,0,15453,16635,233
Deputado Estadual,04731,ITUPIRANGA,1,PA,56,16,33988,24345,21992,369,1683,0,23675,24345,288
Deputado Estadual,04740,CURUÁ,1,PA,21,4,10427,8828,8185,85,495,0,8680,8828,49
Deputado Estadual,04758,JACUNDÁ,1,PA,69,26,34368,24970,22225,560,1782,0,24007,24970,386
Deputado Estadual,04766,CACHOEIRA DO PIRIÁ,1,PA,14,5,14854,10844,9821,131,782,0,10603,10844,106
Deputado Estadual,04774,JURUTI,1,PA,105,7,36842,29214,26430,494,2043,0,28473,29214,234
Deputado Estadual,04782,PIÇARRA,1,PA,62,5,10064,7299,6737,76,437,0,7174,7299,45
Deputado Estadual,04790,LIMOEIRO DO AJURU,1,PA,88,10,21988,18287,16561,281,1252,0,17813,18287,101
Deputado Estadual,04804,BELTERRA,1,PA,104,0,15069,12250,11080,240,755,0,11835,12250,157
Deputado Estadual,04812,MAGALHÃES BARATA,1,PA,5,6,8395,6700,6177,67,415,0,6592,6700,39
Deputado Estadual,04820,SÃO JOÃO DA PONTA,1,PA,9,3,5907,4932,4461,104,312,0,4773,4932,52
Deputado Estadual,04839,MARABÁ,1,PA,23,39,105811,81490,72614,2848,4123,0,76737,81490,1846
Deputado Estadual,04839,MARABÁ,1,PA,100,28,79394,60896,54700,1841,3228,0,57928,60896,1047
Deputado Estadual,04847,SAPUCAIA,1,PA,61,0,4853,3714,3353,65,252,0,3605,3714,40
Deputado Estadual,04855,MARACANÃ,1,PA,31,12,25294,20923,19171,334,1190,0,20361,20923,218
Deputado Estadual,04863,MOJUÍ DOS CAMPOS,1,PA,20,7,20284,16122,14500,321,1084,0,15584,16122,209
Deputado Estadual,04871,MARAPANIM,1,PA,32,3,23306,19126,17321,307,1209,0,18530,19126,270
Deputado Estadual,04898,MELGAÇO,1,PA,99,2,17846,12793,11551,63,1062,0,12613,12793,110
Deputado Estadual,04910,MOCAJUBA,1,PA,35,6,27178,21907,19608,391,1614,0,21222,21907,175
Deputado Estadual,04936,MOJU,1,PA,37,13,54985,44251,40275,619,2818,0,43093,44251,451
Deputado Estadual,04952,MONTE ALEGRE,1,PA,19,31,50314,39364,36278,534,2117,0,38395,39364,421
Deputado Estadual,04979,MUANÁ,1,PA,10,2,27771,22063,19848,304,1682,0,21530,22063,220
Deputado Estadual,04995,NOVA TIMBOTEUA,1,PA,33,2,11379,9375,8206,341,596,0,8802,9375,216
Deputado Estadual,05010,ÓBIDOS,1,PA,22,24,38294,29880,27069,718,1772,0,28841,29880,308
Deputado Estadual,05037,OEIRAS DO PARÁ,1,PA,45,6,23559,19344,17618,124,1362,0,18980,19344,177
Deputado Estadual,05053,ORIXIMINÁ,1,PA,38,29,48835,36831,33974,519,1962,0,35936,36831,370
Deputado Estadual,05070,OURÉM,1,PA,41,5,16583,12882,11599,295,777,0,12376,12882,198
Deputado Estadual,05096,PARAGOMINAS,1,PA,42,6,73779,56540,50010,1935,3551,0,53561,56540,995
Deputado Estadual,05118,PEIXE-BOI,1,PA,25,2,8904,7177,6514,126,435,0,6949,7177,95
Deputado Estadual,05134,PONTA DE PEDRAS,1,PA,27,3,21691,17399,15794,220,1247,0,17041,17399,135
Deputado Estadual,05150,PORTEL,1,PA,44,10,38753,27063,24166,296,2279,0,26445,27063,316
Deputado Estadual,05177,PORTO DE MOZ,1,PA,82,4,22732,17327,15989,119,1084,0,17073,17327,134
Deputado Estadual,05193,PRAINHA,1,PA,92,17,25728,20269,18854,184,1093,0,19947,20269,132
Deputado Estadual,05215,PRIMAVERA,1,PA,33,1,10954,8389,7620,169,462,0,8082,8389,129
Deputado Estadual,05231,SALINÓPOLIS,1,PA,64,2,33876,27592,25281,708,1301,0,26582,27592,291
Deputado Estadual,05258,SALVATERRA,1,PA,3,0,19776,15553,13945,411,951,0,14896,15553,215
Deputado Estadual,05274,SANTA CRUZ DO ARARI,1,PA,2,4,7050,4649,4249,43,325,0,4574,4649,31
Deputado Estadual,05290,SANTA ISABEL DO PARÁ,1,PA,36,2,48840,39076,35037,1421,1896,0,36933,39076,693
Deputado Estadual,05312,SANTA MARIA DO PARÁ,1,PA,4,4,20672,17337,15352,479,1121,0,16473,17337,366
Deputado Estadual,05339,SANTANA DO ARAGUAIA,1,PA,46,1,24988,17036,15156,396,1165,0,16321,17036,218
Deputado Estadual,05355,SANTARÉM,1,PA,20,6,69161,56055,51436,1446,2280,0,53716,56055,880
Deputado Estadual,05355,SANTARÉM,1,PA,83,24,93088,75412,69137,1976,3213,0,72350,75412,1052
Deputado Estadual,05355,SANTARÉM,1,PA,104,6,75462,59933,53888,1929,2994,0,56882,59933,1101
Deputado Estadual,05371,SANTARÉM NOVO,1,PA,33,5,6290,5267,4954,46,223,0,5177,5267,39
Deputado Estadual,05398,SANTO ANTÔNIO DO TAUÁ,1,PA,36,2,25435,20198,18352,426,1157,0,19509,20198,241
Deputado Estadual,05410,SÃO CAETANO DE ODIVELAS,1,PA,8,6,16091,12358,11324,233,646,0,11970,12358,143
Deputado Estadual,05436,SÃO DOMINGOS DO CAPIM,1,PA,50,6,23004,19189,17358,259,1338,0,18696,19189,214
Deputado Estadual,05452,SÃO FÉLIX DO XINGU,1,PA,53,8,42814,30138,24813,550,1966,0,26779,30138,430
Deputado Estadual,05479,SÃO FRANCISCO DO PARÁ,1,PA,5,6,15326,12572,11403,297,627,0,12030,12572,214
Deputado Estadual,05495,SÃO JOÃO DO ARAGUAIA,1,PA,57,9,11452,8705,7859,124,614,0,8473,8705,105
Deputado Estadual,05517,SÃO MIGUEL DO GUAMÁ,1,PA,11,8,41704,33085,29980,746,1873,0,31853,33085,452
Deputado Estadual,05533,SÃO SEBASTIÃO DA BOA VISTA,1,PA,48,2,22367,17780,16225,161,1257,0,17482,17780,126
Deputado Estadual,05550,SENADOR JOSÉ PORFÍRIO,1,PA,54,3,12670,9578,8488,183,796,0,9284,9578,99
Deputado Estadual,05576,SOURE,1,PA,3,1,22057,17019,15684,257,879,0,16563,17019,178
Deputado Estadual,05592,TOMÉ-AÇU,1,PA,39,7,52210,39521,35131,1113,2671,0,37802,39521,526
Deputado Estadual,05614,TUCURUÍ,1,PA,40,17,75261,55279,49185,1879,3261,0,52446,55279,827
Deputado Estadual,05630,VIGIA,1,PA,8,11,40395,30634,27821,833,1454,0,29275,30634,500
Deputado Estadual,05657,VISEU,1,PA,14,14,45875,33342,30495,283,2194,0,32689,33342,353
Deputado Estadual,05673,REDENÇÃO,1,PA,59,11,65179,47826,43754,1032,2413,0,46167,47826,568
Deputado Estadual,05690,RIO MARIA,1,PA,60,22,14420,10704,9599,277,667,0,10266,10704,144
Deputado Estadual,05711,XINGUARA,1,PA,61,7,37209,26864,23863,898,1607,0,25470,26864,401
Deputado Estadual,05738,RONDON DO PARÁ,1,PA,51,8,30456,20974,18866,405,1398,0,20264,20974,295
Deputado Estadual,05754,URUARÁ,1,PA,79,7,29908,22449,19709,724,1487,0,21196,22449,489
Deputado Estadual,05770,MEDICILÂNDIA,1,PA,85,13,19926,15416,13618,465,1061,0,14679,15416,267
Deputado Estadual,05797,SÃO GERALDO DO ARAGUAIA,1,PA,62,10,21383,15115,13682,224,1033,0,14715,15115,170
Deputado Estadual,05819,CONCÓRDIA DO PARÁ,1,PA,87,14,23893,19171,17373,284,1308,0,18681,19171,191
Deputado Estadual,05835,PARAUAPEBAS,1,PA,75,1,72870,57762,50491,3236,2526,0,53017,57762,1479
Deputado Estadual,05835,PARAUAPEBAS,1,PA,106,10,109720,85218,75721,3952,3524,0,79245,85218,1957
Deputado Estadual,05851,CURIONÓPOLIS,1,PA,58,38,17455,12675,11409,283,844,0,12253,12675,137
Deputado Estadual,05878,GARRAFÃO DO NORTE,1,PA,81,5,22735,17237,15539,227,1233,0,16772,17237,231
Deputado Estadual,05894,RURÓPOLIS,1,PA,68,30,19484,14263,12637,435,928,0,13565,14263,237
Deputado Estadual,05916,PACAJÁ,1,PA,80,2,28915,21271,18626,488,1787,0,20413,21271,342
Deputado Estadual,05932,BREJO GRANDE DO ARAGUAIA,1,PA,57,2,6328,5259,4898,34,278,0,5176,5259,48
Deputado Estadual,05959,OURILÂNDIA DO NORTE,1,PA,74,8,24968,17058,15465,352,942,0,16407,17058,234
Deputado Estadual,05975,DOM ELISEU,1,PA,84,39,30571,23036,20654,598,1450,0,22104,23036,322
Deputado Estadual,05991,SANTA MARIA DAS BARREIRAS,1,PA,24,3,12507,9363,8546,142,562,0,9108,9363,108
Deputado Estadual,06009,PRACUÚBA,1,AP,1,0,3723,3079,2921,5,110,0,3031,3079,8
Deputado Estadual,06017,AMAPÁ,1,AP,1,1,6853,5468,5101,21,206,0,5307,5468,37
Deputado Estadual,06025,PORTO GRANDE,1,AP,12,4,14174,10592,9761,98,482,0,10243,10592,122
Deputado Estadual,06033,CALÇOENE,1,AP,1,0,8266,6254,5693,78,339,0,6032,6254,40
Deputado Estadual,06041,ITAUBAL,1,AP,10,2,7331,5980,5668,21,233,0,5901,5980,24
Deputado Estadual,06050,MACAPÁ,1,AP,2,35,176657,144789,133522,2606,4794,0,138316,144789,2265
Deputado Estadual,06050,MACAPÁ,1,AP,10,10,134206,108408,99690,1955,3751,0,103441,108408,1538
Deputado Estadual,06068,CUTIAS,1,AP,10,0,5033,4141,3910,13,160,0,4070,4141,16
Deputado Estadual,06076,MAZAGÃO,1,AP,5,6,19170,16429,15455,80,697,0,16152,16429,121
Deputado Estadual,06084,PEDRA BRANCA DO AMAPARI,1,AP,11,1,10111,7584,7056,86,338,0,7394,7584,67
Deputado Estadual,06092,OIAPOQUE,1,AP,4,9,21194,14484,12612,407,1023,0,13635,14484,167
Deputado Estadual,06106,SERRA DO NAVIO,1,AP,11,0,3864,3031,2864,16,127,0,2991,3031,13
Deputado Estadual,06114,FERREIRA GOMES,1,AP,12,0,6091,5045,4758,26,199,0,4957,5045,45
Deputado Estadual,06122,VITÓRIA DO JARI,1,AP,7,4,10170,7785,7328,35,351,0,7679,7785,60
Deputado Estadual,06130,LARANJAL DO JARI,1,AP,7,16,28880,21251,19694,256,985,0,20679,21251,204
Deputado Estadual,06157,SANTANA,1,AP,6,7,83260,69619,64071,866,2350,0,66421,69619,748
Deputado Estadual,06173,TARTARUGALZINHO,1,AP,8,2,10352,8162,7695,45,318,0,8013,8162,60
Deputado Estadual,07005,ÁGUA DOCE DO MARANHÃO,1,MA,12,7,12175,8313,7082,336,708,0,7790,8313,185
Deputado Estadual,07013,AFONSO CUNHA,1,MA,28,5,7126,5426,5010,69,292,0,5302,5426,52
Deputado Estadual,07021,ALTO ALEGRE DO MARANHÃO,1,MA,35,0,19331,13783,12002,414,1019,0,13021,13783,316
Deputado Estadual,07030,ALCÂNTARA,1,MA,52,10,18148,13322,11614,509,930,0,12544,13322,208
Deputado Estadual,07048,ALTO ALEGRE DO PINDARÉ,1,MA,70,6,22819,15716,13926,445,1035,0,14961,15716,292
Deputado Estadual,07056,ALDEIAS ALTAS,1,MA,5,7,19432,13675,11752,338,1197,0,12949,13675,363
Deputado Estadual,07064,APICUM-AÇU,1,MA,107,9,13676,10310,9422,275,529,0,9951,10310,82
Deputado Estadual,07072,ALTAMIRA DO MARANHÃO,1,MA,49,5,5726,4025,3591,82,267,0,3858,4025,82
Deputado Estadual,07080,AMAPÁ DO MARANHÃO,1,MA,64,2,5873,4227,3741,54,357,0,4098,4227,75
Deputado Estadual,07099,ALTO PARNAÍBA,1,MA,11,1,8378,6144,5208,152,608,0,5816,6144,159
Deputado Estadual,07102,ARAGUANÃ,1,MA,96,10,8453,5761,5253,104,339,0,5592,5761,64
Deputado Estadual,07110,AMARANTE DO MARANHÃO,1,MA,99,5,27431,20458,18214,286,1626,0,19840,20458,287
Deputado Estadual,07129,BACABEIRA,1,MA,18,4,14196,11907,10290,580,732,0,11022,11907,293
Deputado Estadual,07137,ANAJATUBA,1,MA,109,35,18627,14807,12803,410,1305,0,14108,14807,274
Deputado Estadual,07145,BACURITUBA,1,MA,38,1,5323,3891,3357,114,356,0,3713,3891,59
Deputado Estadual,07153,ANAPURUS,1,MA,24,6,14234,11270,9701,373,974,0,10675,11270,220
Deputado Estadual,07161,BELÁGUA,1,MA,73,3,7010,5975,5440,25,422,0,5862,5975,88
Deputado Estadual,07170,ARAIOSES,1,MA,12,16,34811,24752,20448,1284,2264,0,22712,24752,739
Deputado Estadual,07188,BELA VISTA DO MARANHÃO,1,MA,77,6,10321,7446,6693,194,439,0,7132,7446,115
Deputado Estadual,07196,ARARI,1,MA,27,22,24743,18078,15668,808,1143,0,16811,18078,447
Deputado Estadual,07200,BERNARDO DO MEARIM,1,MA,67,9,5277,4047,3677,104,216,0,3893,4047,47
Deputado Estadual,07218,AXIXÁ,1,MA,31,1,9727,8339,7456,274,467,0,7923,8339,130
Deputado Estadual,07226,CACHOEIRA GRANDE,1,MA,110,4,9121,6515,5862,84,499,0,6361,6515,64
Deputado Estadual,07234,BACABAL,1,MA,13,103,66197,53705,47529,1799,3310,0,50839,53705,980
Deputado Estadual,07242,DAVINÓPOLIS,1,MA,92,0,12275,9040,8297,226,419,0,8716,9040,88
Deputado Estadual,07250,BACURI,1,MA,107,14,14333,10271,9398,189,579,0,9977,10271,105
Deputado Estadual,07269,BOM JESUS DAS SELVAS,1,MA,95,20,21297,15239,13664,233,1121,0,14785,15239,213
Deputado Estadual,07277,BALSAS,1,MA,22,27,64291,50477,44143,1290,3399,0,47542,50477,809
Deputado Estadual,07285,BOM LUGAR,1,MA,66,15,11049,8830,7982,174,559,0,8541,8830,112
Deputado Estadual,07293,BARÃO DE GRAJAÚ,1,MA,21,12,15010,11383,9267,728,882,0,10149,11383,505
Deputado Estadual,07307,BREJO DE AREIA,1,MA,49,2,7788,5551,4908,93,454,0,5362,5551,96
Deputado Estadual,07315,BARRA DO CORDA,1,MA,23,82,60402,46775,41799,1402,2765,0,44564,46775,763
Deputado Estadual,07323,BOA VISTA DO GURUPI,1,MA,100,1,6487,4759,4366,50,296,0,4662,4759,43
Deputado Estadual,07331,BARREIRINHAS,1,MA,56,28,45802,38000,33989,788,2666,0,36655,38000,510
Deputado Estadual,07340,BURITICUPU,1,MA,95,22,41179,32243,29583,424,1780,0,31363,32243,435
Deputado Estadual,07358,BENEDITO LEITE,1,MA,17,5,4143,3212,2754,46,350,0,3104,3212,60
Deputado Estadual,07366,BURITIRANA,1,MA,58,9,11842,8906,7943,204,614,0,8557,8906,127
Deputado Estadual,07374,BEQUIMÃO,1,MA,111,8,19199,14152,11293,772,1158,0,12451,14152,268
Deputado Estadual,07382,CAMPESTRE DO MARANHÃO,1,MA,46,0,10306,7452,6813,157,399,0,7212,7452,82
Deputado Estadual,07390,BREJO,1,MA,24,22,24300,19241,16482,675,1668,0,18150,19241,394
Deputado Estadual,07404,CAPINZAL DO NORTE,1,MA,69,5,9146,6901,5960,220,576,0,6536,6901,144
Deputado Estadual,07412,BURITI,1,MA,25,2,23031,16718,14375,549,1407,0,15782,16718,378
Deputado Estadual,07420,CENTRAL DO MARANHÃO,1,MA,30,3,8002,5478,4859,86,426,0,5285,5478,92
Deputado Estadual,07439,BURITI BRAVO,1,MA,44,2,18829,13046,10872,520,1271,0,12143,13046,372
Deputado Estadual,07447,CENTRO DO GUILHERME,1,MA,101,10,7698,5824,5302,103,355,0,5657,5824,62
Deputado Estadual,07455,CAJAPIÓ,1,MA,63,2,9680,7152,5980,184,877,0,6857,7152,97
Deputado Estadual,07463,CENTRO NOVO DO MARANHÃO,1,MA,100,15,12437,9262,8282,134,727,0,9009,9262,114
Deputado Estadual,07471,CAJARI,1,MA,20,9,15628,12039,10742,208,952,0,11694,12039,134
Deputado Estadual,07480,CIDELÂNDIA,1,MA,98,12,11580,8515,7810,139,488,0,8298,8515,78
Deputado Estadual,07498,CÂNDIDO MENDES,1,MA,64,3,16478,11836,10632,215,803,0,11435,11836,178
Deputado Estadual,07501,CONCEIÇÃO DO LAGO-AÇU,1,MA,66,2,11946,8846,8056,129,566,0,8622,8846,95
Deputado Estadual,07510,CANTANHEDE,1,MA,16,11,14252,10126,8912,249,730,0,9642,10126,229
Deputado Estadual,07528,FEIRA NOVA DO MARANHÃO,1,MA,75,2,6218,5023,4419,100,424,0,4843,5023,70
Deputado Estadual,07536,CAROLINA,1,MA,26,25,18837,13894,12205,372,962,0,13167,13894,311
Deputado Estadual,07544,FERNANDO FALCÃO,1,MA,97,5,8937,7370,6757,114,430,0,7187,7370,67
Deputado Estadual,07552,CARUTAPERA,1,MA,55,0,19067,14141,12606,316,903,0,13509,14141,311
Deputado Estadual,07560,FORMOSA DA SERRA NEGRA,1,MA,105,8,12740,10472,9287,111,893,0,10180,10472,162
Deputado Estadual,07579,CAXIAS,1,MA,4,134,108306,86856,73687,3967,6782,0,80469,86856,2205
Deputado Estadual,07595,CEDRAL,1,MA,30,2,9404,6765,5884,370,336,0,6220,6765,166
Deputado Estadual,07609,GOVERNADOR EDISON LOBÃO,1,MA,103,1,14943,11447,10306,282,718,0,11024,11447,134
Deputado Estadual,07617,CHAPADINHA,1,MA,42,17,54727,44423,38960,1515,2908,0,41868,44423,913
Deputado Estadual,07625,GOVERNADOR LUIZ ROCHA,1,MA,60,0,6595,4740,4046,130,484,0,4530,4740,80
Deputado Estadual,07633,CODÓ,1,MA,7,62,78470,58215,50047,1896,4790,0,54837,58215,1416
Deputado Estadual,07641,GOVERNADOR NEWTON BELLO,1,MA,96,11,8234,5758,5173,118,388,0,5561,5758,76
Deputado Estadual,07650,COELHO NETO,1,MA,28,34,32118,24750,21361,768,2020,0,23381,24750,487
Deputado Estadual,07668,GOVERNADOR NUNES FREIRE,1,MA,101,7,18141,12894,11656,249,802,0,12458,12894,181
Deputado Estadual,07676,COLINAS,1,MA,29,4,27170,21380,18612,604,1609,0,20221,21380,542
Deputado Estadual,07684,IGARAPÉ DO MEIO,1,MA,77,5,12197,8526,7742,178,510,0,8252,8526,91
Deputado Estadual,07692,COROATÁ,1,MA,8,37,44758,33085,28333,1157,2820,0,31153,33085,752
Deputado Estadual,07706,ITAIPAVA DO GRAJAÚ,1,MA,15,6,9885,7831,7356,65,370,0,7726,7831,39
Deputado Estadual,07714,CURURUPU,1,MA,14,19,27549,19713,17359,615,1396,0,18755,19713,293
Deputado Estadual,07722,ITINGA DO MARANHÃO,1,MA,98,7,18439,13789,12320,360,920,0,13240,13789,185
Deputado Estadual,07730,DOM PEDRO,1,MA,48,13,18489,13932,12295,457,919,0,13214,13932,258
Deputado Estadual,07749,JATOBÁ,1,MA,29,3,7149,5187,4696,103,308,0,5004,5187,78
Deputado Estadual,07757,DUQUE BACELAR,1,MA,28,2,10099,7410,6554,202,552,0,7106,7410,97
Deputado Estadual,07765,JENIPAPO DOS VIEIRAS,1,MA,97,11,12525,9950,8725,190,910,0,9635,9950,124
Deputado Estadual,07773,ESPERANTINÓPOLIS,1,MA,61,6,14160,11048,9916,294,646,0,10562,11048,185
Deputado Estadual,07781,JUNCO DO MARANHÃO,1,MA,100,5,5059,3693,3340,89,212,0,3552,3693,46
Deputado Estadual,07790,FORTALEZA DOS NOGUEIRAS,1,MA,105,4,10111,8140,6948,258,743,0,7691,8140,149
Deputado Estadual,07803,LAGO DOS RODRIGUES,1,MA,74,20,8486,6545,6045,70,355,0,6400,6545,74
Deputado Estadual,07811,FORTUNA,1,MA,60,11,13080,9456,8472,194,619,0,9091,9456,167
Deputado Estadual,07820,LAGOA DO MATO,1,MA,44,13,8802,6121,5328,111,563,0,5891,6121,119
Deputado Estadual,07838,GODOFREDO VIANA,1,MA,64,2,8879,6301,5603,247,365,0,5968,6301,83
Deputado Estadual,07846,LAGOA GRANDE DO MARANHÃO,1,MA,74,10,9696,7297,6655,100,450,0,7105,7297,91
Deputado Estadual,07854,GONÇALVES DIAS,1,MA,108,11,13776,9613,8346,275,829,0,9175,9613,160
Deputado Estadual,07862,LAJEADO NOVO,1,MA,46,1,5985,4953,4559,67,283,0,4842,4953,40
Deputado Estadual,07870,GOVERNADOR ARCHER,1,MA,48,15,8679,6178,5606,117,373,0,5979,6178,82
Deputado Estadual,07889,MARACAÇUMÉ,1,MA,100,12,14696,10910,9516,346,832,0,10348,10910,213
Deputado Estadual,07897,GOVERNADOR EUGÊNIO BARROS,1,MA,108,19,11821,8356,7364,243,604,0,7968,8356,144
Deputado Estadual,07900,MARAJÁ DO SENA,1,MA,102,1,6432,4681,4082,107,417,0,4499,4681,74
Deputado Estadual,07919,GRAÇA ARANHA,1,MA,108,3,6383,4793,4405,71,266,0,4671,4793,49
Deputado Estadual,07927,MARANHÃOZINHO,1,MA,101,2,8218,6119,5464,213,328,0,5792,6119,109
Deputado Estadual,07935,GRAJAÚ,1,MA,15,33,47374,38373,34985,548,2444,0,37429,38373,359
Deputado Estadual,07943,MATÕES DO NORTE,1,MA,84,17,6362,5046,4391,96,470,0,4861,5046,89
Deputado Estadual,07951,GUIMARÃES,1,MA,30,9,9572,7181,6132,295,516,0,6648,7181,233
Deputado Estadual,07960,MILAGRES DO MARANHÃO,1,MA,24,1,6155,4631,4016,84,438,0,4454,4631,90
Deputado Estadual,07978,HUMBERTO DE CAMPOS,1,MA,32,9,23767,17602,15400,222,1698,0,17098,17602,273
Deputado Estadual,07986,NOVA COLINAS,1,MA,105,3,4439,3551,3062,65,351,0,3413,3551,62
Deputado Estadual,07994,ICATU,1,MA,31,4,20917,17648,15716,319,1355,0,17071,17648,240
Deputado Estadual,08001,NOVA OLINDA DO MARANHÃO,1,MA,80,17,13586,9841,8816,163,679,0,9495,9841,177
Deputado Estadual,08010,IGARAPÉ GRANDE,1,MA,67,4,8068,6799,6141,192,368,0,6509,6799,93
Deputado Estadual,08028,OLINDA NOVA DO MARANHÃO,1,MA,86,2,11429,7826,6696,157,805,0,7501,7826,157
Deputado Estadual,08036,IMPERATRIZ,1,MA,33,59,93499,75094,67217,3042,3379,0,70596,75094,1351
Deputado Estadual,08036,IMPERATRIZ,1,MA,65,10,88994,72254,65170,2593,3099,0,68269,72254,1279
Deputado Estadual,08044,PAULINO NEVES,1,MA,40,22,15292,11308,10139,217,779,0,10918,11308,165
Deputado Estadual,08052,SÃO LUÍS GONZAGA DO MARANHÃO,1,MA,35,22,17187,12832,10983,341,1280,0,12263,12832,221
Deputado Estadual,08060,PEDRO DO ROSÁRIO,1,MA,106,17,18847,13116,11513,227,1128,0,12641,13116,242
Deputado Estadual,08079,ITAPECURU MIRIM,1,MA,16,40,45091,35071,30559,1154,2537,0,33096,35071,740
Deputado Estadual,08087,PERITORÓ,1,MA,68,8,15882,12519,11081,362,885,0,11966,12519,182
Deputado Estadual,08095,JOÃO LISBOA,1,MA,58,23,20434,16781,15037,444,1020,0,16057,16781,259
Deputado Estadual,08109,PORTO RICO DO MARANHÃO,1,MA,30,5,7035,4907,4439,185,225,0,4664,4907,57
Deputado Estadual,08117,JOSELÂNDIA,1,MA,54,44,11763,9375,8490,232,551,0,9041,9375,98
Deputado Estadual,08125,PRESIDENTE MÉDICI,1,MA,80,7,5420,4076,3701,90,224,0,3925,4076,61
Deputado Estadual,08133,LAGO DA PEDRA,1,MA,74,38,32814,26166,23629,655,1469,0,25098,26166,408
Deputado Estadual,08141,PRESIDENTE SARNEY,1,MA,106,13,16011,10766,9831,160,661,0,10492,10766,111
Deputado Estadual,08150,LAGO DO JUNCO,1,MA,74,21,8570,6434,5833,185,350,0,6183,6434,66
Deputado Estadual,08168,RAPOSA,1,MA,93,7,20517,17036,14995,750,923,0,15918,17036,340
Deputado Estadual,08176,LAGO VERDE,1,MA,66,8,13075,9297,8412,223,559,0,8971,9297,99
Deputado Estadual,08184,RIBAMAR FIQUENE,1,MA,103,1,6759,5052,4599,85,315,0,4914,5052,48
Deputado Estadual,08192,LIMA CAMPOS,1,MA,67,12,11016,8388,7276,267,678,0,7954,8388,165
Deputado Estadual,08206,SANTA FILOMENA DO MARANHÃO,1,MA,79,4,5692,4694,4346,76,235,0,4581,4694,37
Deputado Estadual,08214,LORETO,1,MA,62,2,8697,6566,5494,216,643,0,6137,6566,185
Deputado Estadual,08222,SANTANA DO MARANHÃO,1,MA,51,12,8697,5951,5341,87,434,0,5775,5951,86
Deputado Estadual,08230,LUÍS DOMINGUES,1,MA,55,0,6063,4469,3942,119,338,0,4280,4469,70
Deputado Estadual,08249,SANTO AMARO DO MARANHÃO,1,MA,32,6,11477,9054,7818,243,792,0,8610,9054,196
Deputado Estadual,08257,MAGALHÃES DE ALMEIDA,1,MA,51,11,13649,9572,8217,362,816,0,9033,9572,164
Deputado Estadual,08265,SÃO DOMINGOS DO AZEITÃO,1,MA,62,4,6303,5190,4515,82,478,0,4993,5190,93
Deputado Estadual,08273,MATA ROMA,1,MA,42,5,14640,12254,10926,353,713,0,11639,12254,259
Deputado Estadual,08281,SÃO FRANCISCO DO BREJÃO,1,MA,98,5,8035,6166,5565,137,395,0,5960,6166,65
Deputado Estadual,08290,MATINHA,1,MA,86,10,18931,15312,13327,605,1105,0,14432,15312,266
Deputado Estadual,08303,SÃO JOÃO DO CARÚ,1,MA,78,9,11043,7342,6684,92,438,0,7122,7342,128
Deputado Estadual,08311,MATÕES,1,MA,81,21,25432,19281,16780,416,1814,0,18594,19281,265
Deputado Estadual,08320,SÃO JOÃO DO PARAÍSO,1,MA,46,3,8747,6716,6152,83,390,0,6542,6716,62
Deputado Estadual,08338,MIRADOR,1,MA,72,4,15229,12302,10730,246,1091,0,11821,12302,228
Deputado Estadual,08346,SÃO JOÃO DO SOTER,1,MA,6,8,13548,10519,9285,187,890,0,10175,10519,132
Deputado Estadual,08354,MIRINZAL,1,MA,30,7,11030,8657,7454,367,609,0,8063,8657,216
Deputado Estadual,08362,SÃO JOSÉ DOS BASÍLIOS,1,MA,54,15,6265,4973,4564,83,262,0,4826,4973,64
Deputado Estadual,08370,MONÇÃO,1,MA,43,12,19781,14832,12914,277,1411,0,14325,14832,226
Deputado Estadual,08389,SÃO PEDRO DA ÁGUA BRANCA,1,MA,92,0,9965,7072,6482,122,390,0,6872,7072,78
